segment,mean,var,std,len_weighted,gaps_squared,n_peaks,smooth10_n_peaks,smooth20_n_peaks,var_div_duration,var_div_len,diff_peaks,diff2_peaks,diff_var,diff2_var,kurtosis,skew
446,1.0027554398039216e-05,4.947987851411544e-10,2.2244073033982656e-05,306,305,1,1,1,1.6222910988234573e-12,1.6169894939253414e-12,1,1,4.711994827072925e-12,9.190753074738548e-12,-1.2030433114404222,-0.0608868908741885
447,-7.449758527651515e-06,4.188164719317612e-10,2.046500603302528e-05,264,263,2,2,2,1.5924580681816013e-12,1.58642603004455e-12,2,4,4.243098659800062e-11,1.1750729040888304e-10,-0.8731875899637767,-0.314248248922415
451,-1.8914122591078064e-06,1.740622077458452e-10,1.3193263726077987e-05,269,268,2,2,2,6.4948584979793e-13,6.470714042596476e-13,1,4,2.7917012958181168e-12,5.903581693057098e-12,-1.381205364670891,0.1249975769995976
453,-7.011938404942958e-07,2.347243010782354e-10,1.5320714770474497e-05,526,525,1,1,1,4.470939068156864e-13,4.46243918399687e-13,160,178,2.531519965864975e-13,5.989030983118799e-13,-0.7189908976565844,-0.8049939104405839
457,-5.764011471861473e-06,6.254211151514806e-10,2.5008420884803597e-05,231,230,1,1,1,2.7192222397890457e-12,2.7074507149414746e-12,1,1,8.440556981368867e-12,1.6065785942281647e-11,-0.8148714287875949,0.3737089681744129
463,-6.9798363743842375e-06,1.6379542426209222e-10,1.2798258641787648e-05,203,202,2,2,1,8.108684369410505e-13,8.068740111433115e-13,17,31,2.309042628891923e-12,5.41242986242641e-12,-1.2452389731108764,-0.1470121268886309
464,-4.447216589041096e-06,4.0894220429578106e-10,2.0222319458849945e-05,292,291,2,2,2,1.4052996711195228e-12,1.400487001012949e-12,2,8,7.849178437575183e-12,1.6104291712436322e-11,-1.0053744562468685,0.1460355115778962
465,1.511107478991596e-06,3.090228345103183e-10,1.7579045324201148e-05,238,237,2,2,2,1.3038938164992333e-12,1.2984152710517574e-12,2,3,5.1021887680935e-11,1.4571895849633248e-10,-0.0795256839943561,-0.8162222758285417
467,5.746536894736844e-06,7.876351447803831e-10,2.8064838228295264e-05,228,227,1,1,1,3.469758347050146e-12,3.4545401086858912e-12,6,6,3.4888166318360093e-12,6.77732976546407e-12,-1.142303519330636,-0.2242401355029765
468,-2.428640838235295e-06,4.3567153787028526e-10,2.087274629439752e-05,204,203,1,1,1,2.1461652111836717e-12,2.135644793481791e-12,11,12,3.270923624772563e-12,7.848802751414099e-12,-0.6213584834457739,-0.6428609021149603
473,3.161302659292033e-07,3.383208085041524e-10,1.8393499082669192e-05,226,225,2,2,1,1.5036480377962329e-12,1.4969947278944796e-12,8,15,3.986197024701912e-12,8.08635619393976e-12,-1.2414977471014432,-0.011359904498848
474,-3.643050717045455e-06,4.842687947996303e-11,6.958942411025043e-06,176,175,2,1,1,2.767250255997887e-13,2.7515272431797176e-13,10,9,1.8743677328866224e-12,4.296545750825645e-12,-0.8419861801360411,-0.6132750172084654
475,4.515496298984771e-06,1.16578473930887e-10,1.0797151195148053e-05,197,196,1,1,1,5.947881323004439e-13,5.917689032024721e-13,13,10,9.366889437909698e-13,1.8417656214439857e-12,-1.2208385814724616,-0.0612992764276907
484,-9.4691376e-06,2.0278668235541399e-10,1.4240318899358046e-05,180,179,2,1,1,1.1328864936056645e-12,1.1265926797522997e-12,14,20,1.2307374206461425e-12,2.7670566562543597e-12,-1.4730875577197486,-0.0343980452672361
495,4.4621757225130886e-06,5.872483136132846e-10,2.4233206837174575e-05,191,190,3,2,1,3.0907805979646565e-12,3.0745985005931137e-12,2,7,3.9332831436291904e-11,6.937326595896353e-11,-1.1184283374508373,-0.229397551612463
501,2.4630414270833336e-06,3.1787691977801675e-10,1.782910316807934e-05,192,191,2,2,1,1.6642770669006117e-12,1.6556089571771708e-12,5,15,5.040070940022973e-12,1.0762796642908454e-11,-0.996242677549274,-0.2521633134010896
502,-2.970854078313254e-06,1.0248916080201671e-10,1.0123693041672922e-05,166,165,4,3,1,6.211464291031317e-13,6.174045831446791e-13,5,12,9.963070141334106e-12,2.032855172056466e-11,-0.4669911147027763,-0.6232225293138468
506,-4.015726252808988e-06,2.6414278455598587e-10,1.625247010629418e-05,178,177,2,1,1,1.4923321161355137e-12,1.4839482278426174e-12,1,6,2.2333090944141408e-12,4.081588315657727e-12,-0.9285198500386956,-0.3624669022924857
514,-4.524261343023255e-06,1.8860818350341382e-10,1.3733469463446367e-05,172,171,2,2,1,1.1029718333532973e-12,1.0965592064151969e-12,2,13,1.7505866225516609e-12,3.2342787520206786e-12,-1.0156005957597007,-0.4147676136446371
517,6.510618518518501e-08,6.659351741823549e-11,8.160485121500772e-06,162,161,1,1,1,4.136243317902825e-13,4.1107109517429325e-13,3,1,2.4695263483031797e-12,4.991032950207938e-12,-0.884827118688762,-0.3453811378548269
518,1.4988065863874345e-06,2.1147991894082755e-10,1.4542349154824592e-05,191,190,1,1,1,1.113052204951724e-12,1.1072247064964793e-12,1,1,1.2673488661483195e-11,3.591918076492065e-11,-0.8426148860731448,-0.3033768049381009
525,3.928754457142857e-06,6.898856316682082e-10,2.6265674018920745e-05,175,174,1,1,1,3.964859952116139e-12,3.942203609532618e-12,37,53,2.144712400531904e-12,3.4801756369188124e-12,-1.3314447490337171,0.0058847122806329
526,-2.567113808235294e-06,5.210297586699145e-10,2.282607628721841e-05,170,169,2,2,1,3.0830163234906198e-12,3.0648809333524388e-12,2,4,5.803615631219481e-12,1.0835466682207243e-11,-1.1340324741240015,-0.2769801674810336
534,-6.986181675977654e-07,2.0000833012047448e-10,1.414243013489812e-05,179,178,2,2,1,1.1236423040476094e-12,1.1173649727400808e-12,1,2,4.543564979131482e-12,8.918525503489127e-12,-1.302728549444946,-0.0464904613871953
539,-4.545543016304348e-06,3.8296916807845974e-10,1.9569598056129303e-05,184,183,2,2,2,2.092727694417813e-12,2.0813541743394557e-12,1,2,1.295919393467186e-11,2.5482486892953148e-11,-0.7126271169461913,-0.0723660286092291
541,-3.978198005882353e-06,6.599194174445847e-10,2.5688896773598213e-05,170,169,2,2,1,3.904848623932454e-12,3.881878926144616e-12,1,3,2.9631715896940915e-11,7.397554174097264e-11,-1.1880321868763484,-0.0101743705798095
548,-2.237841547486033e-06,1.9518356121687448e-10,1.3970811043632163e-05,179,178,1,1,1,1.0965368607689577e-12,1.0904109565188518e-12,38,44,6.782467927172651e-13,1.1857555022739098e-12,-1.510108141534404,0.0333688132462481
549,-3.9004963190184033e-07,1.2828710678489393e-10,1.132638983899521e-05,163,162,2,2,1,7.918957208944069e-13,7.870374649379995e-13,1,2,5.654995904113586e-11,1.6829117419127134e-10,3.2706862452997605,0.3860086622677174
562,-2.1904585055555555e-06,5.135813689510475e-10,2.2662333704873543e-05,180,179,2,1,1,2.8691696589444007e-12,2.85322982750582e-12,2,3,2.2567059658442548e-11,5.1707194724401215e-11,-1.3938524709107605,-0.0825066597335835
570,5.798176829896908e-06,6.141588712069874e-10,2.4782228939443437e-05,194,193,1,1,1,3.1821703171346507e-12,3.165767377355606e-12,1,1,6.254610699593568e-12,1.1356505065961677e-11,-1.317755470211787,0.0715518148824653
571,-2.93373433908046e-06,7.572117639294512e-10,2.7517481060763016e-05,174,173,2,1,1,4.376946612308967e-12,4.351791746720984e-12,1,1,3.640618106343097e-11,1.0536611200784959e-10,-1.37650365724018,-0.0525631529266587
573,-5.823235721311476e-06,6.968868213303102e-10,2.639861400396449e-05,183,182,1,1,1,3.8290484688478576e-12,3.808124706723007e-12,1,1,7.472346443158271e-12,1.3552977462478552e-11,-1.283291267062184,-0.2906108170883721
578,-2.014020322222222e-06,1.5770360666355238e-10,1.2558009661708036e-05,180,179,2,2,1,8.81025735550572e-13,8.761311481308465e-13,2,3,2.1560049877531808e-11,4.28479428937504e-11,0.3510213755271127,-0.5798384008818683
579,-8.532835232558139e-07,1.1769918155933584e-10,1.0848925364262393e-05,172,171,2,2,1,6.88299307364537e-13,6.84297567205441e-13,1,3,3.399091893034279e-12,6.533922622802891e-12,-1.3013140875018387,-0.1538658650254473
583,-2.1673943737113404e-06,4.3385858520364555e-10,2.0829272315749428e-05,194,193,2,2,2,2.24797194406034e-12,2.236384459812606e-12,1,3,2.9246393255875896e-11,7.820510244256383e-11,-1.0043174824855623,0.2271831297825001
587,-1.5552824307692304e-05,3.1611409457242145e-10,1.7779597705584385e-05,195,194,1,1,1,1.6294540957341317e-12,1.6210979208842129e-12,1,3,2.56451577609813e-12,4.187942810283249e-12,-1.3762819913374904,-0.5134175414095293
592,-1.275361303076923e-06,8.774068800372643e-11,9.36699994682003e-06,195,194,2,2,1,4.5227158764807443e-13,4.499522461729561e-13,3,7,1.6598144613669097e-12,3.4895872430821245e-12,-0.8586737228239278,-0.4961004971757697
593,-2.1547941321951217e-06,1.2088117069354011e-10,1.0994597341128055e-05,205,204,2,2,1,5.925547583016673e-13,5.896642472855615e-13,1,5,2.8726889629900364e-12,5.627241637167845e-12,-1.4369448901212476,-0.1176510849457859
595,2.233324222748815e-06,1.1855512224142902e-10,1.0888302082576008e-05,211,210,2,1,1,5.64548201149662e-13,5.618726172579574e-13,25,34,6.80867531135732e-13,1.4000799933249873e-12,-1.340737674702476,-0.0324978817711657
604,-1.1587311778468898e-05,2.672247300298246e-10,1.6347009819224574e-05,209,208,2,2,2,1.2847342789895413e-12,1.278587225023084e-12,1,3,1.5553477663537176e-11,3.1265062922282936e-11,-0.7753039716572827,-0.5442391892137586
606,5.946156154978357e-06,3.7123312359422886e-10,1.926741092088475e-05,231,230,2,2,1,1.614057059105343e-12,1.6070697991092162e-12,1,3,1.2631867988149988e-11,2.5174790957650503e-11,-0.6808751053871167,-0.4370166380807675
607,2.158126847533632e-06,2.9226704255462016e-10,1.7095819446713286e-05,223,222,2,1,1,1.3165182097054962e-12,1.3106145406036778e-12,1,1,2.408617291864031e-11,7.17669958307965e-11,-0.9889775425097632,-0.2801376534846925
609,-1.302382489270386e-07,5.059906822346824e-10,2.2494236644853773e-05,233,232,2,2,2,2.180994319977079e-12,2.171633829333401e-12,2,3,6.984612955640601e-12,1.3197843141225931e-11,-1.3663339234846343,-0.1100447480980243
617,2.3606182200000008e-06,1.5656883710274948e-10,1.2512746984685238e-05,300,299,2,2,1,5.236415956613696e-13,5.218961236758317e-13,1,12,1.8293868884310737e-12,3.732664935061863e-12,-1.3299406660932485,-0.1329220869905339
626,-1.3439459567655788e-05,1.5447235543644704e-10,1.24286908174774e-05,337,336,2,2,2,4.597391530846639e-13,4.583749419479142e-13,1,3,5.0255738588886585e-12,1.0158765212788993e-11,-1.0123959935635545,-0.5672862874843846
634,-2.289782940502513e-06,2.9616813862966727e-10,1.72095362700355e-05,398,397,3,2,2,7.460154625432426e-13,7.44141051833335e-13,4,8,5.676023932685339e-12,1.154770524843956e-11,-0.9185141188270416,-0.7313333150034609
635,4.560616185185184e-06,1.6048893867154924e-10,1.2668422895986274e-05,297,296,2,1,1,5.421923603768557e-13,5.403667968739031e-13,1,4,3.421549179662884e-12,7.041850570801138e-12,-0.753669931429882,-0.8443159077969206
637,7.428311561827965e-07,2.0013048205490775e-10,1.4146748108837868e-05,372,371,2,2,2,5.39435261603525e-13,5.379851668142683e-13,3,12,1.28500304957818e-12,2.653572908470577e-12,-1.36252350715378,-0.0928527596130259
639,-3.1841948042253533e-06,2.204289427884685e-10,1.4846849591360064e-05,355,354,3,2,1,6.226806293459561e-13,6.209265994041365e-13,3,3,2.113084331428511e-11,6.160664904323941e-11,1.1270384665511024,-0.727004881188215
641,-2.5333686930091185e-05,1.2892159509773188e-10,1.1354364583618578e-05,329,328,2,2,3,3.93053643590646e-13,3.918589516648386e-13,2,2,5.144291141983158e-11,1.505520283254357e-10,4.857953184279241,-1.2294571196622253
642,2.4462507998254803e-06,7.835468816684894e-10,2.79919074317648e-05,573,572,2,2,2,1.3698372057141422e-12,1.3674465648664737e-12,2,2,2.0037118836700728e-11,5.584422526282879e-11,-1.2436133799976543,0.0723100480254811
645,-8.542883764776122e-06,1.1672585917142394e-10,1.0803974230412803e-05,335,334,2,2,2,3.4947862027372445e-13,3.4843540051171334e-13,2,4,2.4750723661311682e-12,5.239170318158857e-12,-0.2902265994752193,-1.0007413097515363
646,-6.354020421367522e-06,2.4591697265060247e-10,1.568174010276291e-05,351,350,2,2,2,7.026199218588645e-13,7.006181556997223e-13,1,4,2.2041589290087147e-12,4.599174340818868e-12,-1.330005678273515,-0.0341507383775416
648,-2.205278111888112e-05,9.704970016432881e-11,9.851380622244215e-06,286,285,1,1,1,3.405252637344871e-13,3.3933461595919174e-13,2,3,3.585515694721033e-11,7.133825191467117e-11,31.201842346507235,4.374560239157033
650,-3.3535688905444143e-06,1.265614553803883e-10,1.1249953572365904e-05,349,348,2,2,2,3.6368234304709294e-13,3.626402732962417e-13,1,3,4.560469874766701e-12,9.32262514401934e-12,-0.5678205357266006,-0.6968804891506
653,-3.0849258865979383e-06,3.238299067443041e-10,1.799527456707188e-05,388,387,2,2,2,8.367697848690029e-13,8.346131617121239e-13,1,2,4.57350836995033e-12,9.259463058702424e-12,-1.140188378634576,0.1123737015212745
657,-1.5673420758928692e-07,6.88769859439348e-10,2.6244425302135084e-05,448,447,2,2,2,1.540872168768117e-12,1.5374327219628309e-12,2,3,2.963637247341221e-11,8.429265415101735e-11,-1.4200447904710456,0.047637110787798
662,2.625470122897474e-06,4.600884564906194e-10,2.144967264297102e-05,673,672,3,2,1,6.846554412062789e-13,6.836381225714998e-13,2,3,5.385482679593137e-12,1.4869142018594828e-11,-1.269065482332875,-0.1880213089239865
736,-7.98615786885246e-06,7.828400007408366e-10,2.7979278059679032e-05,305,17100,2,1,1,1.8639047636686585e-12,1.283344263509568e-11,1,2,6.910843322587391e-11,1.5817270652949946e-10,-1.0871864130564413,0.4568396769178345
754,-3.257308275862069e-05,1.1794781068590965e-10,1.0860378017634084e-05,290,1447,4,4,1,4.109679814840058e-13,2.0335829428605112e-12,3,5,2.133507298996922e-10,6.516490748172957e-10,1.7469629919185028,1.1146954377330114
755,-3.6464157894736845e-05,2.5401845508717456e-10,1.5937956427571717e-05,190,925,6,3,1,1.3730727302009436e-12,6.6846961865045925e-12,5,9,6.221186785837837e-10,1.7903627983808335e-09,1.3747323995039429,1.8012970963937087
768,-3.640270488372093e-06,9.747941565202999e-11,9.873166445068674e-06,215,1050,2,1,1,4.641876935810953e-13,2.266963154698372e-12,1,3,1.1173958706221247e-11,1.834207216360796e-11,-1.0762783740660795,0.0069763688824431
790,1.790393895833333e-06,9.730890272598302e-10,3.11943749297823e-05,240,1175,3,1,1,4.140804371318427e-12,2.0272688067913133e-11,2,5,2.2256342489950511e-10,4.848704877599507e-10,-1.0102631583825226,0.1042697489377307
818,0.148468412,0.0103372666010771,0.1016723492453929,75,17225,1,1,1,5.301162359526742e-05,0.0006891511067384,1,2,0.0032325992288362,0.0069414157385772,-1.5366964779858847,-0.117785994334754
819,0.2130439724999999,0.0158583479008594,0.125929932505578,180,875,3,1,1,9.061913086205396e-05,0.0004405096639127,3,4,0.0014491724002785,0.0004210890789952,-1.0462057386524093,-0.4008217004120396
852,0.0640333413294797,0.0027820199372107,0.0527448569740288,173,172,5,2,1,1.6174534518667227e-05,1.608104009948418e-05,24,27,3.903862271489806e-05,8.809883726078364e-05,-1.408737874998834,-0.0075191643429144
854,0.055367374074074,0.0036848888047788,0.060703284958714,162,161,1,1,1,2.2887508104216355e-05,2.27462271899928e-05,19,15,4.768664677552718e-05,7.902069969944377e-05,-0.6478760760792865,0.9406828021599412
859,0.0500184452592592,0.0040888493975053,0.0639441115154893,135,134,1,1,1,3.051380147392044e-05,3.028777331485436e-05,11,17,5.334519255812388e-05,8.139858863771276e-05,-1.0109071714214173,0.788950826831794
875,0.0092742990076335,0.0002921221922651,0.0170915824973927,131,130,6,1,1,2.2470937866552416e-06,2.2299403989708504e-06,7,11,1.4120254113721536e-05,2.017269128593333e-05,0.3083194044487261,1.4375843304929
877,0.0224477993939393,0.0008245854115777,0.0287155952676901,132,131,1,1,1,6.294545126548019e-06,6.246859178619626e-06,9,20,2.9523777429229982e-05,4.774115017447692e-05,-0.9054528418096086,0.8159361981640212
882,0.0823982205729166,0.0040947576834987,0.0639902936662952,192,191,4,1,1,2.143852190313457e-05,2.132686293488908e-05,37,42,9.096234388929424e-05,0.00022623628193,-1.4090643775336635,-0.0621602977121008
885,0.11801639503937,0.0071953401572322,0.0848253509113414,127,126,1,1,1,5.7105874263747785e-05,5.665622171048993e-05,19,23,8.150756668165687e-05,0.0001543570902078,-1.3823515417430696,0.3761384274158803
888,0.0565759653435114,0.0029392998157057,0.0542153097907385,131,130,3,1,1,2.260999858235193e-05,2.243740317332634e-05,19,24,5.292307178243976e-05,0.0001017073682503,-1.2022730894680629,0.4729141384731782
891,0.0708527306504065,0.0050712694496437,0.0712128460998696,123,122,1,1,1,4.156778237412884e-05,4.122983292393267e-05,18,21,8.515663578494918e-05,0.0001810459939344,-1.3271803556035426,0.4642453856665233
897,0.0074997257142857,0.0001883170631881,0.0137228664348304,105,104,5,1,1,1.810740992194192e-06,1.7934958398875803e-06,6,9,1.333616109326923e-05,2.2022404462135926e-05,-0.0464637548755555,1.3536858600488548
907,0.0381997561904761,0.0011264423660151,0.0335625142981748,147,146,10,1,1,7.715358671336932e-06,7.662873238198586e-06,27,36,4.1249355846162166e-05,0.0001080577698818,-1.668169040115447,0.124028133336559
911,0.2269197514748201,0.0360964242786429,0.1899905899739324,278,277,3,1,1,0.0001303120010059,0.0001298432528008,18,18,0.0001414785048808,0.0002852511934876,-0.96412891886244,0.4445424076235583
915,0.2183654574829931,0.0308158372578776,0.1755444025250525,294,293,2,2,2,0.0001051735059995,0.0001048157729859,20,35,9.41082264984983e-05,0.0001206477624318,-1.5014638863490053,-0.0179940796064289
919,0.187888653525641,0.0402365745229915,0.2005905643917268,312,311,2,1,1,0.0001293780531285,0.0001289633798813,39,49,9.436122980231508e-05,0.0001328933303266,-0.4203804427166648,0.9072173512513824
926,0.2442516557042253,0.1163404046255532,0.3410870924346936,284,283,1,1,1,0.0004110968361326,0.0004096493120618,14,17,0.0003330014464047,0.0005560121301789,-0.1468435447254008,1.2089429265430802
945,0.2143792146131805,0.066049138944233,0.2570002703193774,349,348,1,1,1,0.0001897963762765,0.0001892525471181,49,75,8.532917969293105e-05,7.144711599919314e-05,-0.1905632799986061,1.1170644855942395
946,0.227076624,0.0366209757154057,0.1913660777551909,350,349,3,2,2,0.0001049311625083,0.0001046313591868,36,50,8.219951480126075e-05,9.160387923086204e-05,-1.2162229372773934,0.260888017061804
950,0.20929979,0.0675770286063003,0.2599558204893677,337,336,2,1,1,0.0002011221089473,0.000200525307437,44,51,0.0001076674850627,0.0001151940926582,-0.2078925294818234,1.1446999452025175
951,0.2249691826646706,0.0492161187273104,0.2218470615701512,334,333,2,1,1,0.0001477961523342,0.0001473536488841,21,24,0.0001059814634431,0.0001626293965785,-0.5895276060192178,0.7522621927288948
955,0.2778585702493765,0.0860725614025041,0.2933812560517528,401,400,3,2,2,0.0002151814035062,0.0002146447915274,55,81,0.0001147861409816,0.0001352805681356,-0.1501552937846866,1.070467556435933
960,0.0830906228260869,0.0085490870470541,0.0924612732286017,184,183,2,1,1,4.671632266149811e-05,4.646242960355519e-05,23,36,4.989789253224046e-05,8.709442776791216e-05,-1.1716588151682945,0.645290614529935
962,0.0896146555172413,0.0108772775645713,0.1042941875876665,203,202,4,1,1,5.38479087355019e-05,5.358264810133687e-05,22,32,8.252791363174157e-05,0.000184629853397,-1.0866592470948977,0.7188496783844716
964,0.0477521472826086,0.0035162723679158,0.0592981649624662,184,183,2,1,1,1.921460310336537e-05,1.911017591258621e-05,17,28,3.713939684863388e-05,7.513913140714283e-05,-1.0095960739553966,0.768774762662173
966,0.0448529241935483,0.003215355891743,0.0567041082439625,186,185,2,1,1,1.738030211752982e-05,1.728685963302697e-05,17,27,3.073036526637836e-05,5.320819188782605e-05,-0.977159214906421,0.7820198968789203
972,0.0650250148148147,0.0017343648222442,0.0416457059280332,189,188,6,2,2,9.225344799171412e-06,9.176533451027648e-06,26,33,4.591552004865635e-05,0.0001073137522324,-1.1453537547406063,-0.7440926871781989
975,0.0594630747080291,0.0055273016353644,0.074345824599398,274,273,3,1,1,2.0246526136866136e-05,2.017263370570969e-05,33,37,5.898424295276486e-05,0.0001243749535949,-0.5026293798373165,1.00656234179534
978,0.0290851309743589,0.001566862297267,0.0395836114732727,195,194,2,1,1,8.07660977972686e-06,8.035191268035954e-06,18,24,2.275982326172372e-05,4.596614065560209e-05,-0.689644716872424,0.9413026349412728
1013,2.2971141389430892e-05,3.522222877052225e-10,1.876758609158947e-05,615,10285,3,2,2,5.097283468961254e-13,2.8635958350018088e-12,3,7,7.576284930157188e-11,1.691306576035517e-10,-1.6890383647252398,-0.1315884693354403
1014,-1.1857176302083336e-06,1.1671011648989748e-10,1.0803245646096246e-05,960,4797,2,2,1,1.2195414471253654e-13,6.078651900515493e-13,3,11,1.4707343100732498e-12,2.884207234316111e-12,-1.0906810647577383,0.0415618384945149
1015,3.7357128717948713e-06,2.835440539490516e-10,1.6838766402235397e-05,585,2900,3,1,1,4.888690585328475e-13,2.4234534525559967e-12,2,5,1.5804898832788962e-11,3.059170239662204e-11,-1.1200132656792186,0.0877690551187891
1025,-4.796416357894737e-06,2.703144259197862e-10,1.6441241617341017e-05,475,2350,2,2,1,5.751370764250771e-13,2.845415009681961e-12,10,16,9.24679032095068e-12,1.9842109353582555e-11,-1.0172802451902687,-0.2751736580111143
1036,5.175846875e-07,3.106741736016874e-10,1.7625951707686235e-05,320,1575,2,2,1,9.862672177831345e-13,4.854283962526365e-12,3,11,4.052407641825252e-11,8.238907084914953e-11,-1.191440570975259,0.3888900846229436
1043,0.9524663076923076,0.0373211152255976,0.193186736671019,65,300,1,1,1,0.0006220185870932,0.0028708550173536,0,0,0.035049922363743,0.0810645998258677,0.8356358588804493,-1.0134174028900902
1057,0.9324502307692306,0.0189435053440236,0.1376354073050378,65,300,1,1,1,0.000315725089067,0.001457192718771,1,2,0.0110157297148055,0.0226070197899008,-0.758602169817812,-0.2751094935546195
1080,0.4740980078082192,0.1801964922911667,0.4244955739358972,365,1839,2,1,1,0.0004991592584242,0.0024684450998789,2,5,0.0075728576342823,0.0119291437593097,-1.43383027249795,0.2529213295848852
1087,0.206582197755102,0.0600573847136843,0.2450660823404258,245,4200,2,1,1,0.0002070944300471,0.0012256609125241,1,2,0.0195292927092198,0.0620299476401521,0.8904942499655539,1.3900337558749554
1107,0.4392512988636364,0.107308252549828,0.3275793835848466,440,2175,1,1,1,0.0002466856380455,0.0012194119607935,2,18,0.002110077400591,0.0005099748749047,-1.6980839078701928,-0.3320659989231767
1134,0.0285457028571428,0.0027802306256092,0.0527278922924982,105,16100,1,1,1,1.2637411934587713e-05,0.0001323919345528,1,2,0.0033779692030725,0.0076860028319158,6.36860453909374,2.8087235736316587
1152,0.4541684613846155,0.1881480129579487,0.433760317408069,325,1600,1,1,1,0.0005879625404935,0.0028945848147376,2,3,0.0042276400468654,0.0008685887829187,-1.8588134788229729,0.1254413191886094
1163,0.058783464347826,0.0017047618719236,0.0412887620536583,115,14925,1,1,1,7.576719430771626e-06,7.41200813879833e-05,1,1,0.0004021197422514,0.0007213289377808,-1.676428010653943,-0.0404633188625185
1186,5.522882461687501e-07,4.16842960146881e-10,2.04167323572329e-05,800,5975,2,2,1,4.992131259244084e-13,2.6052685009180067e-12,2,3,4.926661705356364e-11,1.431265498473457e-10,-1.023088408250943,0.3349471162028714
1192,-2.436841717391304e-06,3.248474464715481e-10,1.802352480708333e-05,460,2286,1,1,1,7.123847510340969e-13,3.530950505125524e-12,4,12,4.817813928108371e-12,3.5959111826264696e-12,-0.7937499091808826,0.0148371308138016
